Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinders,Upholstery,Engine
KIA,Cerato,1.6 EX,USD,"u$s10,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_51e42b737acb489b840890e20bddac14.webp,2013,66933 km,gasolina,manual 6 velocidades,Barranca |Lima,Azul,4 en línea,tela,1599 cc
Hyundai,Creta,1.6L Sport,USD,"u$s24,860",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/creta/pe/RT_PU_e39e82609fce4b3389e683d9dd12b2ca.webp,2023,14000 km,gasolina,manual 6 velocidades,Piura |Piura,Gris,4 en línea,tela,1591 cc
Chevrolet,Aveo Sedán,1.4L LT,PEN,"$12,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/aveo-sedan/pe/RT_PU_319b28014a7a4d899a076db7c7b732ea.webp,2011,231500 km,gasolina,manual 5 velocidades,Lima |Lima,Gris,4 en línea,tela,1399 cc
Toyota,Hilux,2.8L Tdi 4x4 CD SRV,USD,"u$s40,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_09bb32971bf743c89e1931c962b73dea.webp,2021,60000 km,gasolina,manual 6 velocidades,Arequipa |Arequipa,Blanco,4 en línea,tela,2755 cc
Lifan,Truck,DX,USD,"u$s9,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/lifan/truck/pe/RT_PU_2e56b919612447c9b95d02b3bdcff475.webp,2018,15800 km,gasolina,manual 5 velocidades,Lima |Lima,Gris,4 en línea,tela,1299 cc
Hyundai,Accent Sedán,1.4L GL,USD,"u$s10,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/accent-sedan/pe/RT_PU_5dc19ba4ebd84251ad8d41bddc6ee5ce.webp,2011,68000 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Blanco,4 en línea,tela,1399 cc
Mitsubishi,L200,2.4L 4x2 TD GLX,USD,"u$s20,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200/pe/RT_PU_ff959858580d441590204bd9e70aeaa6.webp,2020,105000 km,gasolina,manual 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,2442 cc
Chevrolet,Joy Black Sedán,1.4 Smart,USD,"u$s10,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/joy-black-sedan/pe/RT_PU_93bb92135f144c03b046ceb7b9082a89.webp,2021,47150 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Blanco,4 en línea,símil cuero y tela,1389 cc
Seat,Ibiza,1.6L Style Aut,USD,"u$s8,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/seat/ibiza/pe/RT_PU_9bd0cb04234c4cbfbb67a650d59ec7aa.webp,2011,59900 km,gasolina,automática 6 velocidades,Lima |Lima,Blanco Nevada,4 en línea,tela,1598 cc
Fiat,Uno Way,1.4L Easy,USD,"u$s8,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/fiat/uno-way/pe/RT_PU_efd9024a8eb048c686ed29d6e3f7ee88.webp,2019,76000 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,tela,1368 cc
Suzuki,Baleno 4P,GLX,USD,"u$s13,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/baleno-4p/pe/RT_PU_1eaaa7855fe84b51b49a6086648f47d9.webp,2020,20300 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,gamuza,1600 cc
Mercedes Benz,Clase C,C250 Style Aut,USD,"u$s20,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-c/pe/RT_PU_80fc6fd095544047b7194f0a747708b0.webp,2013,62000 km,gasolina,automática 7 velocidades,Lima |Lima,Plata,4 en línea,símil cuero,1991 cc
Ford,Explorer,2.3L Limited 4x4,USD,"u$s28,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/explorer/pe/RT_PU_139eae35456b4af3bc15e5eaf6b6e04c.webp,2017,76000 km,gasolina,automática 6 velocidades,Lima |Lima,Rojo,6 en V,cuero,2300L cc
Ford,Expedition,"Xlt 4x4 V8,4.6i,16v A 2 2",USD,"u$s25,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/expedition/pe/RT_PU_0445758da0aa4fc2b06e39825aa55169.webp,2012,56521 km,gasolina,N/D,Lima |Lima,Gris,N/D,,
Hyundai,H1 Van,2.5L GL TDI 3 Pas,USD,"u$s14,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/h1-van/pe/RT_PU_658185eac7824c11bb22d2c9028942bf.webp,2011,143500 km,diesel,manual,Piura |Piura,Gris,4 en línea,tela,2476 cc
Hyundai,Creta,1.6L GLS Style,USD,"u$s15,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/creta/pe/RT_PU_94c3327ee2004de78d48f1809b2bc918.webp,2016,92000 km,gasolina,manual 6 velocidades,Lima |Lima,Azul,4 en línea,tela,1591 cc
Jinbei,Konect,1.6L Comfort,USD,"u$s11,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jinbei/konect/pe/RT_PU_45227b33b72a4aa0a09b3c849aeb0b9d.webp,2021,79000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,símil cuero,1590 cc
Chevrolet,Tracker Turbo,1.2L LTZ,USD,"u$s16,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/tracker-turbo/pe/RT_PU_9c3face259f0444483e3d0304e6e556a.webp,2021,38500 km,gasolina,manual 5 velocidades,Lima |Lima,Azul,4 en línea,símil cuero y tela,1200 cc
Nissan,Pathfinder,Sense CVT,USD,"u$s30,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/pathfinder/pe/RT_PU_007c3a0844264d5ba7e6a42c67518cc6.webp,2020,66000 km,gasolina,automática CVT,Lima |Lima,Blanco Perla,6 en V,tela,3500 cc
Volkswagen,Gol Sedán,1.6L Power Aut,USD,"u$s13,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol-sedan/pe/RT_PU_b6bfd94a45bc44199906fbbc9584f27f.webp,2018,43000 km,gasolina,automática 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1598 cc
BMW,Serie 3,318i Automatico,USD,"u$s19,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/bmw/serie-3/pe/RT_PU_45040ed4c09a48c3acee70cabb7fdc27.webp,2017,53000 km,gasolina,automática 4 velocidades,Trujillo |La Libertad,Plata,4 en línea,gamuza,1900 cc
Nissan,Qashqai,2.0L Advance 2WD CVT,USD,"u$s11,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/qashqai/pe/RT_PU_c23d7ae25eca4e66a95ab4b2da4e4141.webp,2011,93000 km,gasolina,automática CVT,Lima |Lima,Azul,4 en línea,tela,1998 cc
Fiat,Mobi,1.0L Easy,USD,"u$s8,400",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/fiat/mobi/pe/RT_PU_7a3e174910214536ac0ce9fe9d98a132.webp,2020,36000 km,gasolina,manual 5 velocidades,Lima |Lima,Celeste,4 en línea,tela,999 cc
Toyota,Rush,1.5L Full Aut,USD,"u$s24,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rush/pe/RT_PU_bba3dd4c474f4521a60b8f7d73042618.webp,2023,6400 km,gasolina,automática 4 velocidades,Lima |Lima,Negro,4 en línea,tela,1496 cc
KIA,Cerato,1.6L EX Sport Full Aut,USD,"u$s9,600",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_3370baad414c4a55b36d8a0d3bc70724.webp,2013,123000 km,gasolina,automática 6 velocidades,Trujillo |La Libertad,Gris,4 en línea,tela,1591 cc
Volkswagen,Gol,1.6L Power Aut,USD,"u$s10,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol/pe/RT_PU_f193d94792fe4b2a9ebd546b1d8eb165.webp,2018,38800 km,gasolina,automática 5 velocidades,Huancayo |Junin,Azul,4 en línea,tela,1598 cc
Nissan,March,Sense,USD,"u$s2,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/march/pe/RT_PU_c32655c142e346968c8d8e84c4c4907b.webp,1994,200000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1598 cc
Chevrolet,Captiva,1.5T LT,USD,"u$s18,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/captiva/pe/RT_PU_00b0fb8ea47447caa2d7b0f812e57a0c.webp,2020,28000 km,gasolina,manual 6 velocidades,Lima |Lima,Rojo,4 en línea,símil cuero,1498 cc
Daihatsu,Terios City,1.5 4X2,USD,"u$s10,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/daihatsu/terios-city/pe/RT_PU_2449085d019e475a97b92b2867d4178a.webp,2014,156000 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,tela,1495 cc
Chevrolet,Traverse,3.6L LT Aut,USD,"u$s41,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/traverse/pe/RT_PU_8b5f5807c9bd4d20aacf85e10ccbd99e.webp,2021,24000 km,gasolina,automática 6 velocidades,Piura |Piura,Gris,6 en V,tela,3600 cc
BMW,Z4,35i Paquete M,USD,"u$s40,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/bmw/z4/pe/RT_PU_0b887462023342f3809eba9057ea4d35.webp,2016,37179 km,gasolina,manual 6 velocidades,Lima |Lima,Gris Space,6 en línea,cuero,2979 cc
Volkswagen,Tiguan,2.0L TSI 4Motion,USD,"u$s21,990",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/tiguan/pe/RT_PU_0f41303e941541e8a3420bdeec70d681.webp,2018,77000 km,gasolina,DSG 7 velocidades,Lima |Lima,Rojo,4 en línea,tela,1984 cc
Chevrolet,Spin Activ,1.8L,USD,"u$s14,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/spin-activ/pe/RT_PU_d1063e493b614d94b6aa8a61ddf9251d.webp,2023,18000 km,gasolina,automática 6 velocidades,Lima |Lima,Plata,4 en línea,símil cuero,1796 cc
Chery,Tiggo 2,1.5L Full,USD,"u$s11,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-2/pe/RT_PU_ca35543ea0f54b5ba252e357babddd79.webp,2023,4500 km,gasolina,manual 5 velocidades,Lima |Lima,Gris,4 en línea,tela y cuero,1497 cc
Mitsubishi,Montero Sport,2.4L GLS 4x4 TDi,USD,"u$s38,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/montero-sport/pe/RT_PU_845e9ce2db1845188a765716de231128.webp,2018,52000 km,diesel,manual 6 velocidades,Lima |Lima,Negro,4 en línea,cuero,2442 cc
Jeep,Compass,Sport,USD,"u$s17,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/compass/pe/RT_PU_8111e34b6635493fbd6e2c951369415c.webp,2018,81000 km,gasolina,manual 6 velocidades,Huancayo |Junin,Rojo,4 en línea,tela,2360 cc
Toyota,Corolla,1.8L Full,USD,"u$s14,450",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla/pe/RT_PU_42bc79b7944748ef834a2ad59c11b953.webp,2015,75000 km,gasolina,manual 6 velocidades,Lima |Lima,Plata,4 en línea,tela,1798 cc
Suzuki,Dzire,1.2L GLX,USD,"u$s8,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/dzire/pe/RT_PU_7006ba82371c4698814ead4f611e13e7.webp,2014,147000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1197 cc
Chevrolet,Aveo Sedán,1.4L LT,USD,"u$s5,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/aveo-sedan/pe/RT_PU_36ed6391487946e8afc87d3c843c2890.webp,2009,160000 km,gasolina,manual 5 velocidades,Huamanga |Ayacucho,Rojo Quemado,4 en línea,tela,1399 cc
Peugeot,207 Compact,Image 1.6L 3P,USD,"u$s5,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/peugeot/207-compact/pe/RT_PU_5f1ba6e4f2d14fb4b3db5415611af750.webp,2009,85000 km,gasolina,manual 5 velocidades,Huancayo |Junin,Gris Fer,4 en línea,tela,1587 cc
Nissan,Sentra,1.8,USD,"u$s12,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/sentra/pe/RT_PU_5e835e8eb58c41928f16dbf1c5c88b0f.webp,2016,57400 km,gasolina,,Lima |Lima,Gris,,,
Hyundai,H-100,2.5L GL CRDi,USD,"u$s16,750",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/h-100/pe/RT_PU_b9a829c7dd7c452284da7a82dcb96935.webp,2020,139000 km,diesel,manual 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,2476 cc
Hyundai,Elantra,1.6L GL Full,USD,"u$s15,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/elantra/pe/RT_PU_63e4b33317184fda87e19e93f0c10a4a.webp,2018,52000 km,gasolina,manual 6 velocidades,Lima |Lima,Gris,4 en línea,tela,1591 cc
Mazda,3 Sedán,2.0 GS Core Aut,USD,"u$s11,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sedan/pe/RT_PU_e296d9fa82c04178a99e8fa86d9a7607.webp,2016,44000 km,gasolina,automática 6 velocidades,Lima |Lima,Gris,4 en línea,símil cuero,1997 cc
Mitsubishi,Xpander,1.5L GLS,USD,"u$s16,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/xpander/pe/RT_PU_a8face609d0d4ba9b19c56330a49c3bd.webp,2019,62000 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Blanco,4 en línea,tela,1499 cc
Ford,Ecosport,1.5L S,USD,"u$s18,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/ecosport/pe/RT_PU_609e580d4df34e9992e9dca2d1389e82.webp,2020,22000 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Rojo,3 en línea,tela,1500 cc
Hyundai,Creta,1.6 GL,PEN,"$14,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/creta/pe/RT_PU_f2c7a74ebc5245ceb7c1790115400955.webp,2016,87000 km,gasolina,manual 6 velocidades,Lima |Lima,Negro,4 en línea,tela,1591 cc
Toyota,Land Cruiser Prado,4.0L TX-L,USD,"u$s46,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/land-cruiser-prado/pe/RT_PU_d0e312c240c6499ab77af25c964d404c.webp,2020,28500 km,gasolina,manual 6 velocidades,Lima |Lima,Negro,6 en V,cuero,4000 cc
Volkswagen,Crossfox,1.6L Highline,USD,"u$s13,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/crossfox/pe/RT_PU_9b96975b49ba44f1823620b55976d6d7.webp,2017,46000 km,gasolina,manual 5 velocidades,Lima |Lima,Plata,4 en línea,tela,1598 cc
Mazda,3 Sedán,2.0L Core Aut,USD,"u$s17,650",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sedan/pe/RT_PU_1417472bfbc84e46a15c55f86ca356d9.webp,2019,20000 km,gasolina,automática 6 velocidades,Lima |Lima,Gris,4 en línea,tela,1998 cc
Hyundai,H-100,2.5L TDI Alta Cubierta,USD,"u$s17,100",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/h-100/pe/RT_PU_3d963accbb484e0d8871fa1cfeb1e400.webp,2023,3066 km,diesel,manual 5 velocidades,Callao |Callao,Blanco,4 en línea,tela,2476 cc
Volkswagen,Amarok,2.0L Highline BiTDI 4x4,USD,"u$s25,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/amarok/pe/RT_PU_ce5a73e18fea420dabfad9a58f1cd9b2.webp,2016,152000 km,diesel,manual 6 velocidades,San Román |Puno,Blanco Candy,4 en línea,tela,1968 cc
Hyundai,Sonata,"Gls L4,2.0i,16v A 2 1",USD,"u$s4,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/sonata/pe/RT_PU_eb5eb51f43624a4e96c2eab0faec3c43.webp,2002,220000 km,gasolina,N/D,Huaral |Lima,Azul,N/D,,
Mazda,3 Sport,2.0L Core Aut,USD,"u$s12,400",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sport/pe/RT_PU_267957009a8b47ea88abf147199c6789.webp,2015,83400 km,gasolina,manual 6 velocidades,Lima |Lima,Blanco Perla,4 en línea,tela,1998 cc
Mazda,BT-50,3.2L 4x4 High,PEN,"$19,999",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/bt-50/pe/RT_PU_d02f4e7bfed947a1ba2050652081010b.webp,2018,95500 km,diesel,manual 6 velocidades,Lima |Lima,Azul,5 en línea,tela,3198 cc
Toyota,Etios,1.5L,USD,"u$s8,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/etios/pe/RT_PU_188591029db545018d5c158cb1ca9892.webp,2017,65000 km,gasolina,manual 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1496 cc
KIA,Picanto Cross,1.2L EX Aut,USD,"u$s10,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/picanto-cross/pe/RT_PU_423e267ca0214c3fa76f3fd39b4e32c5.webp,2017,24000 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,tela,1250 cc
Chevrolet,Vivant,1.6L,USD,"u$s6,600",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/vivant/pe/RT_PU_40080c7856a84be2b114fab359372f17.webp,2012,120000 km,gasolina,manual 5 velocidades,Lima |Lima,Celeste,4 en línea,tela,1600 cc
Mitsubishi,Eclipse Cross,2.0L GLS CVT,USD,"u$s21,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/eclipse-cross/pe/RT_PU_be8e67234f0242149464c9c4f1b969ff.webp,2018,27000 km,gasolina,automática 6 velocidades,Chiclayo |Lambayeque,Blanco,4 en línea,cuero,1998 cc
Suzuki,Grand Nomade,2.4L 4x2,USD,"u$s17,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-nomade/pe/RT_PU_f330392d9205423dbb0568d4bff3c9dc.webp,2019,41000 km,gasolina,manual 5 velocidades,Lima |Lima,Marrón,4 en línea,tela,2393 cc
KIA,Sportage,2.0L LX One,USD,"u$s20,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_3cc1fd2cd7b04e6aa1285331a4116aa1.webp,2019,74000 km,gasolina,manual 6 velocidades,Ica |Ica,Azul,4 en línea,tela,1999 cc
BAIC,X35,1.5L Luxury,USD,"u$s10,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/baic/x35/pe/RT_PU_8d19e9c1250a4b1d99e27857ba77fd28.webp,2018,45000 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,símil cuero,1499 cc
Mazda,BT-50,3.2L 4x4 High,PEN,"$19,999",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/bt-50/pe/RT_PU_a9d3f4439bc3482d9825ce43a8135521.webp,2018,95500 km,diesel,manual 6 velocidades,Lima |Lima,Azul,5 en línea,tela,3198 cc
Renault,Duster,1.6L Zen,USD,"u$s14,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_9455b03713ab481d9151d118c930696c.webp,2020,42000 km,gasolina,manual 5 velocidades,Callao |Callao,Rojo Fuego,4 en línea,tela,1598 cc
KIA,Sportage,2.0L LX Aut,USD,"u$s15,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_1c6679daf1f448c39a2f4b80024004dc.webp,2014,105000 km,gasolina,automática 6 velocidades,Lima |Lima,Plata Mineral,4 en línea,tela,1999 cc
Haval,Jolion,Supreme AT Plus,USD,"u$s19,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/haval/jolion/pe/RT_PU_62435bfbb62649a5aeb08cf12341dcc2.webp,2021,6300 km,gasolina,automática 7 velocidades,Lima |Lima,Rojo,4 en línea,cuero,1500 cc
Subaru,Tribeca,Limited 3.6L Aut,USD,"u$s10,600",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/tribeca/pe/RT_PU_fcff22c10b41480188cc965fa0413653.webp,2012,97834 km,gasolina,automática 5 velocidades,Lima |Lima,Blanco,6 Bóxer,cuero,3600 cc
Mazda,BT-50,3.2L 4x4 High,USD,"u$s19,999",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/bt-50/pe/RT_PU_98192f1a50d14e87bba0961df949b112.webp,2018,95500 km,diesel,manual 6 velocidades,Lima |Lima,Azul,5 en línea,tela,3198 cc
Audi,A4,1.8T,USD,"u$s13,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/audi/a4/pe/RT_PU_8f3c66489a1c49e7ad0b0eb9effdb71c.webp,2010,58344 km,gasolina,manual 5 velocidades,Lima |Lima,Plata,4 en línea,gamuza,1800 cc
Mazda,2 Sport,1.5 High Aut,USD,"u$s8,600",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/2-sport/pe/RT_PU_0ba13dad83f84961aa372e40484805d4.webp,2014,55000 km,gasolina,automática 6 velocidades,Lima |Lima,Celeste,4 en línea,cuero,1496 cc
Volkswagen,T-Cross,1.6L Highline Tiptronic,USD,"u$s23,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/t-cross/pe/RT_PU_ded1c5ba954a42108e0eef681180e7da.webp,2020,60000 km,gasolina,Tiptronic de 6 velocidades,Lima |Lima,Azul,4 en línea,cuero,1598 cc
Chevrolet,Captiva,1.5T Prime,USD,"u$s18,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/captiva/pe/RT_PU_4fa3eb84e7684d4fa12b503c9227c3e2.webp,2020,75000 km,gasolina,manual 6 velocidades,Lima |Lima,Gris,4 en línea,símil cuero,1498 cc
Chery,Tiggo 2,1.5L,USD,"u$s13,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-2/pe/RT_PU_3526d2f9d28844ada85a7e290629c44f.webp,2022,28000 km,gasolina,manual 5 velocidades,Trujillo |La Libertad,Rojo,4 en línea,tela,1497 cc
Peugeot,3008,1.6L Active Aut,USD,"u$s15,400",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/peugeot/3008/pe/RT_PU_9655a46871df410196a4c172836e7206.webp,2015,73000 km,gasolina,automática 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1560 cc
Toyota,Rav4,2.0L Full 4x2,USD,"u$s27,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_bd0ad649d93a4f749c74bad5e056b954.webp,2021,47000 km,gasolina,manual 6 velocidades,Huaraz |Ancash,Rojo Metalizado,4 en línea,tela,1987 cc
Ford,Ranger,3.2L XLT 4x4,USD,"u$s31,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/ranger/pe/RT_PU_0e8851ccabc14ba093318cc9f314e48e.webp,2022,75000 km,diesel,manual 6 velocidades,Lima |Lima,Negro,4 en línea,tela,3198 cc
Jeep,Compass,Sport,USD,"u$s12,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/compass/pe/RT_PU_ba416bf606fe4bd8bdb78ea3b97e0411.webp,2012,128000 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,cuero,1998 cc
Nissan,Kicks,Exclusive CVT,USD,"u$s22,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/kicks/pe/RT_PU_fb475bb22c9a46ffa93de776fab30234.webp,2022,32000 km,gasolina,automática CVT,Lima |Lima,Gris,4 en línea,cuero,1598 cc
Subaru,XV,2.0i AWD Aut,USD,"u$s11,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_479de8bfd05640ceacb34868096ff015.webp,2011,88000 km,gasolina,automática CVT con modo manual (6 vel),Lima |Lima,Plata,4 Bóxer,tela,1995 cc
Mercedes Benz,Clase C,180,USD,"u$s6,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-c/pe/RT_PU_f56ecd8fb6a74e3b9be552f7a9831d34.webp,1998,129000 km,gasolina,automática 9 velocidades,Lima |Lima,Azul,4 en línea,símil cuero,1496 cc
Changan,Honor S,1.5L Comfortable 8 Asientos,USD,"u$s11,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/honor-s/pe/RT_PU_74057d57299345d0855cbb0abd78242a.webp,2023,88500 km,gasolina,manual 5 velocidades,Cañete |Lima,Plata,4 en línea,tela,1480 cc
JAC,J4,1.5 Comfort,USD,"u$s8,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/j4/pe/RT_PU_ae8651627fe24d45a94ffaf4d4a0a55f.webp,2020,61500 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,tela,1499 cc
Hyundai,Sonata,2.0L GL,USD,"u$s2,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/sonata/pe/RT_PU_0b5f59b0dfe949d49e9717730489de73.webp,2002,295000 km,gasolina,automática secuencial 6 velocidades,Lima |Lima,Gris,4 en línea,tela,2020 cc
Honda,WR-V,1.5L LX CVT,USD,"u$s16,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/wr-v/pe/RT_PU_a378f131c3d243f1971a06e49e1d1b90.webp,2018,36000 km,gasolina,automática CVT,Lima |Lima,Gris,4 en línea,tela,1498 cc
Hyundai,Tucson,2.0L GL 4x2,PEN,"$20,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/tucson/pe/RT_PU_fc1f387957734749b8a7658d4807d516.webp,2018,96500 km,gasolina,manual 6 velocidades,Lima |Lima,Plata,4 en línea,tela,1998 cc
Nissan,Sentra,2.0L SR CVT,USD,"u$s19,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/sentra/pe/RT_PU_f0669c22809d4d578e42f8d7458d6b3a.webp,2021,8000 km,gasolina,automática CVT,Lima |Lima,Rojo,4 en línea,cuero,1999 cc
KIA,Sportage,2.0L EX Sport,USD,"u$s29,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_32383790f05d49df9d7344024edc8038.webp,2023,11500 km,gasolina,manual 6 velocidades,Lima |Lima,Azul,4 en línea,tela,1999 cc
